,,,,,,,,,,,
dam_name,nidid,inspection_date,owner_typ,river,city,county,longitude,latitude,inspection_frequency,year_completed,year_modified
Campbell Dam,NC01739,12/4/12,Private,N Prong Stinking Creek-Tr,Bellemont,Alamance,-79.499,36.013,5,not available,not available
Eddins Pond,NC02588,1/8/99,Private,Crooked Creek-Tr,Pilot,Franklin,-78.242,35.939,5,not available,not available
Glaxo Dam,NC02325,4/9/02,Private,Northeast Creek-Tr,not available,Durham,-78.8647,35.9358,5,not available,not available
North Ridge Lake Dam Lower,NC01712,12/31/12,Private,Perry Creek,Raleigh,Wake,-78.602,35.877,2,1971,not available
Barus Dam,NC01941,4/24/12,Private,Double Branch,Valdese,Burke,-81.5666,35.7211,2,not available,not available
Tate Dam,NC01737,10/7/14,Private,Little Alamance Creek-Tr,Burlington,Alamance,-79.4657,36.0969,2,not available,not available
Honeycutt Dam Lower,NC02992,1/7/14,Private,Black River-Os,Angier,Harnett,-78.749,35.514,2,not available,not available
Branch Lake Dam,NC02623,1/7/15,Private,Catawba River-Tr,not available,Gaston,-81.0692,35.2794,2,not available,not available
Wilkes Dam,NC03071,4/9/14,Private,N Pacolet River-Tr,Melrose,Henderson,-82.3678,35.2173,5,not available,not available
Ed Hinkle Dam,NC02193,1/5/12,Private,Fourmile Branch-Tr,High Rock Lake(B'Wtrs),Davidson,-80.1911,35.7122,5,1987,not available
Star Lake Dam,NC03010,not available,Private,Rock Creek-Tr,not available,Henderson,-82.5022,35.2027,2,not available,not available
Flowers Pond Dam #2,NC03221,3/2/04,Private,Neuse River-Tr,not available,Johnston,-78.35,35.654,5,not available,not available
Simmons & Jones Dam,NC04306,12/19/12,Private,Little Fisher River-Tr,Rockford,Surry,-80.7347,36.4597,5,not available,not available
Westgate Plaza Dam,NC03357,5/20/14,Private,Cartoogechaye Creek-Tr,Franklin,Macon,-83.399,35.164,5,1988,not available
L. Z. Creech Dam,NC03243,not available,Private,Tr- Little River,None,Johnston,-78.5086,35.4608,5,1981,not available
National Fruit Products Dam,NC03293,2/16/15,Private,Howard Creek-Tr,not available,Lincoln,-81.3826,35.5441,2,not available,9999
Trimont Mtn. Dam,NC03346,4/16/14,Private,Crawford Branch,Franklin,Macon,-83.4099,35.1824,2,not available,not available
Hancock Dam,NC03805,10/23/14,Private,Bush Ck-Tr,not available,Randolph,-79.7,35.776,5,not available,not available
Lowenstein Dam,NC04328,12/6/12,Private,Jenkins Branch,Bryson City,Swain,-83.4494,35.397,5,not available,not available
Crumpler Lake Dam,NC04136,6/7/12,Private,Beaverdam Swamp-Os,Basstown,Sampson,-78.349,35.108,5,1979,not available
Blue Dam,NC04277,11/12/14,Private,Fisher River-Tr,Rockford,Surry,-80.659,36.417,2,not available,not available
Ardrey Park Dam,NC03414,10/14/14,Private,Clems Branch Trib,not available,Mecklenburg,-80.8583,35.0379,2,not available,2000
Hughes Dam,NC04294,12/20/12,Private,Fisher River-Tr,New Hope,Surry,-80.7844,36.4477,5,not available,not available
Candor Wastewater Dike,NC03511,4/2/13,Public Utility,Mill Creek-Tr,Robbins,Montgomery,-79.7138,35.3063,5,1986,not available
David Weil Dam,NC04140,10/24/13,Private,Six Runs Creek-Os,Ivanhoe,Sampson,-78.2794,35.0166,5,1985,not available
Laurel Thicket Pond Dam,NC03270,4/15/04,Private,Upper Little River-Tr,not available,Lee,-79.103,35.424,5,not available,not available
Mccullen Pond Dam,NC04131,6/7/12,Private,Old Mill Branch-Tr,Clinton,Sampson,-78.334,35.012,5,not available,not available
Turkey Pen Farm Dam,NC04361,1/14/15,Private,Dog Creek,Mills River,Transylvania,-82.6566,35.3277,2,not available,not available
Shuvart Dam,NC04111,2/18/14,Private,Cane Creek-Tr,Uree,Rutherford,-82.1756,35.4075,5,not available,not available
Liberty Wastewater Dike,NC03847,10/23/14,Public Utility,North Prong Rocky River,not available,Randolph,-79.5522,35.8636,5,1988,not available
Lake Silver,NC03755,12/22/14,Private,Uwharrie River-Tr,Trinity,Randolph,-80.023,35.8594,5,not available,not available
Pinehurst Unit 15 Dam,NC03578,12/6/13,Private,Joe'S Fork Creek-Tr,Whispering Pines,Moore,-79.4648,35.2213,5,1979,2008
Deep Springs Country Club Dam,NC03910,12/4/12,Private,Dan River-Tr,Eden,Rockingham,-79.888,36.405,5,not available,not available
Carolina Lake Dam,NC03561,5/11/11,Private,Herds Creek,Vass,Moore,-79.2959,35.3578,5,1985,not available
English Heifer Cove Dam,NC03707,4/26/13,Private,"Ut To Pulliam Cr (C, Tr)",Green River Cove,Polk,-82.3379,35.2846,5,not available,not available
Stigler Dam,NC03198,4/1/99,Private,Cane Creek-Tr,Dillsboro,Jackson,-83.1472,35.365,2,not available,not available
Pine Hall Brick Dam,NC04225,2/13/13,Private,Dan River-Tr,Mayodan,Stokes,-80.042,36.354,5,not available,not available
Draper Dam,NC03917,11/14/12,Private,Dan River-Tr,Eden,Rockingham,-79.82,36.404,5,not available,not available
Hankey Dam,NC03477,10/25/05,Private,Mallard Creek-Tr,not available,Mecklenburg,-80.8005,35.3344,5,not available,not available
Muddy Creek Dam #4,NC03387,6/3/15,Local Government,Goose Creek,Glenwood,Mcdowell,-81.9911,35.6054,5,1976,not available
O. A. Fish Dam,NC04086,3/27/13,Private,Puzzle Creek,Bostic,Rutherford,-81.7844,35.3994,5,1976,not available
A & C Enterprise Dam,NC03575,3/25/08,Private,Lick Creek,Glendon,Moore,-79.4894,35.4511,5,1980,not available
Cross Dam,NC04053,1/19/11,Private,Jones Creek-Tr,not available,Rockingham,-79.5963,36.3344,5,not available,not available
Ferrelltown Lake Dam,NC03463,9/21/15,Private,Ferrelltown Creek,not available,Mecklenburg,-80.7913,35.3947,5,not available,not available
Dillon Dam,NC03905,12/5/12,Private,Dan River-Tr,Madison,Rockingham,-80.031,36.359,5,not available,not available
Hedrick Lake Dam,NC03720,12/15/14,Private,Glady Fork Creek,Albemarle,Randolph,-80.0588,35.5177,5,1977,not available
Hall Pond Dam,NC03276,3/12/14,Private,Gasters Creek-Tr,Sanford,Lee,-79.171,35.442,2,not available,not available
Ronald Mcknight Dam,NC02251,12/4/14,Private,Yadkin River-Tr,High Rock,Davie,-80.489,36.034,5,1985,not available
Delorenzo Dam,NC03077,11/26/07,Private,Vernon Creek-Tr,Tuxedo,Henderson,-82.4556,35.2389,2,not available,not available
Galloway Dam,NC02471,2/2/12,Private,Yadkin River-Os,not available,Forsyth,-80.4675,36.1158,5,1982,not available
Knight Pond Dam,NC01854,3/6/95,Private,Handpole Branch-Tr,Newland,Avery,-81.922,36.0719,2,not available,not available
James Davis Dam,NC02638,1/13/15,Private,South Fork Catawba River-Tr,not available,Gaston,-81.0986,35.3326,2,1989,not available
Rose Lake Dam,NC01699,1/24/12,Private,Mill Creek-Tr,Newton Grove,Johnston,-78.3777,35.3082,5,not available,not available
Ibm Pond Dam,NC02286,2/22/93,Private,Burden Creek-Tr,not available,Durham,-78.855,35.903,5,not available,not available
Shealy Lake Dam Upper,NC03064,5/21/14,Private,Ut To Finley Creek,Valley Hill,Henderson,-82.4942,35.2998,2,not available,not available
Smith Dam,NC02755,12/5/13,Private,West Fork Deep River-Tr,High Point,Guilford,-80.007,36.038,2,not available,not available
Green Dam,NC02858,1/16/14,Private,Reedy Fork Creek-Tr,not available,Guilford,-79.696,36.2093,2,not available,2008
Airport Center Dam #1,NC02925,1/19/11,Private,Brush Creek,Greensboro,Guilford,-79.9538,36.1052,5,1984,not available
Mirror Lake Dam,NC02151,3/11/14,Local Government,Hybart'S Branch,Fayetteville,Cumberland,-78.9222,35.0544,2,1959,2002
Fuller Lake Dam,NC01719,12/31/12,Private,Lead Mine Creek-Tr,not available,Wake,-78.6521,35.89,2,1947,not available
Weston Dam,NC02879,1/10/13,Private,Big Alamance Creek-Tr,not available,Guilford,-79.6911,35.9773,5,1981,not available
Feid Pond Dam,NC01924,4/16/15,Private,Pinners Creek,Fletcher,Buncombe,-82.499,35.467,5,not available,not available
Hagan Stone Park Dam,NC02887,1/2/15,Local Government,Big Alamance Creek-Tr,not available,Guilford,-79.733,35.95,2,not available,not available
Twelve Oaks Pond Dam,NC03089,12/18/12,Private,Stewart Creek-Tr,Hope Mills,Hoke,-79.041,34.964,5,1980,not available
Scott Pond Dam,NC02262,1/14/15,Private,Goshen Swamp,not available,Duplin,-77.9077,35.0794,2,not available,not available
Carolina Lakes Dam #1,NC02988,10/13/14,Private,Reedys Creek-Tr,not available,Harnett,-79.033,35.2812,2,1985,not available
Catawba Springs Golf Dam Upper,NC02021,10/30/14,Private,Long Shoals Creek-Tr,not available,Catawba,-81.2522,35.7897,5,not available,not available
Lithco Plant Pond Dam,NC02644,1/12/12,Private,Abernathy Creek-Tr,not available,Gaston,-81.287,35.263,5,not available,1999
Dobbs Pond Dam #2,NC02611,1/13/15,Private,Crowders Creek-Tr,South Gastonia,Gaston,-81.177,35.202,2,not available,2012
Lugana Lake,NC03030,6/18/15,Private,Mud Creek-Tr,Hendersonville,Henderson,-82.474,35.3259,5,not available,not available
Mcelrath Lake Dam,NC03004,2/25/15,Private,Mills River-Tr,Mills River,Henderson,-82.6347,35.4238,5,not available,not available
Noblin Dam,NC02670,2/13/03,Private,Fishing Creek-Tr,Oxford,Granville,-78.59,36.295,5,not available,not available
Satterfield Dam #4,NC02478,1/30/13,Private,Yadkin River-Tr,not available,Forsyth,-80.4369,36.1333,5,1983,not available
Williamson Pond Dam,NC01884,5/18/09,Private,Swannanoa River-Trib,not available,Buncombe,-82.4578,35.547,5,not available,not available
Cantelmo Dam,NC02015,2/19/13,Private,Ut To Lower Creek,None,Caldwell,-81.5854,35.8496,5,1988,not available
Hornady Dam,NC01747,12/4/12,Private,Poppaw Creek,Bellemont,Alamance,-79.535,35.936,5,not available,not available
Georgiade Dam,NC02273,3/15/12,Private,Sandy Creek-Os,Durham,Durham,-78.968,35.9839,2,not available,not available
Brushy Creek Dam 6B,NC01868,3/15/01,Private,North Toe River-Tr,Spruce Pine,Avery,-81.9987,35.9429,2,not available,not available
Tobacco Branch Dam,NC02645,3/5/15,Private,Tobacco Branch,Bryson City,Graham,-83.6356,35.3867,2,1969,2004
Owens Dam,NC01715,1/7/15,Private,Deep River-Tr,High Point,Guilford,-79.961,35.983,2,1954,not available
Kellett Dam,NC02783,1/6/15,Private,Horsepen Creek-Tr,Ossippee,Guilford,-79.883,36.138,5,not available,not available
Kimball Dam,NC03014,2/15/11,Private,Mills River-Tr,Mills River,Henderson,-82.5964,35.3908,5,not available,not available
Rhoney View Pond Dam,NC01857,1/13/98,Private,Blood Camp Branch-Tr,not available,Avery,-81.9233,36.0786,2,not available,not available
Capps Dam,NC01740,11/20/14,Private,Big Alamance Creek-Tr,Bellemont,Alamance,-79.445,36.042,2,not available,not available
New Hope Trails Dam,NC02097,5/15/13,Private,B. Everette Jordan Lake-Tr,not available,Chatham,-79.0622,35.7255,5,1988,not available
Suddreth Pond Dam Upper,NC02102,1/31/14,Private,Peachtree Creek-Tr,Mission,Cherokee,-83.932,35.081,5,not available,not available
Capps Pond Dam,NC01888,3/16/15,Private,Pinner Creek-Trib,Fletcher,Buncombe,-82.5014,35.4468,2,not available,not available
Oka T Hester Park Lake Dam,NC02834,2/27/13,Local Government,South Buffalo Creek-Tr,Greensboro,Guilford,-79.8578,36.0208,5,not available,2003
Wolf Weinhold Dam,NC03065,11/6/14,Private,Hampy Creek,Tuxedo,Henderson,-82.5248,35.2271,2,1983,not available
Moore Lake,NC01912,3/4/14,Private,Long Creek,Asheville,Buncombe,-82.5697,35.4708,5,not available,not available
Hutton Dam,NC02756,12/5/13,Private,Hiatt Branch-Tr,High Point,Guilford,-80.032,36.027,2,not available,not available
Dickerson Pond Dam,NC02740,4/23/02,Private,Tabbs Creek-Tr,not available,Granville,-78.5433,36.2547,5,not available,not available
Watkins Pond Dam,NC02951,4/7/15,Private,Black River-Os,Coats,Harnett,-78.67,35.486,2,not available,not available
Busbee Reservoir Dam,NC01887,4/1/15,Private,Tributary To Sweeten Creek,Biltmore,Buncombe,-82.5088,35.5434,2,1914,not available
Meditation Lake Dam,NC03013,1/6/15,Private,Mud Creek-Tr,Hendersonville,Henderson,-82.4294,35.3307,2,not available,2005
Poitras Dam,NC02350,3/5/03,Private,Harts Mill Run-Tr,not available,Edgecombe,-77.6291,35.9169,5,not available,not available
Edens Lake,NC02140,1/13/14,Private,Beaver Creek-Os,Fayetteville,Cumberland,-78.984,35.076,2,not available,1993
Rorie Pond Dam,NC03088,2/6/13,Private,Mountain Creek,not available,Hoke,-79.3738,35.0483,5,not available,not available
Johnson Dam,NC01853,4/16/13,Private,Ashely Creek,Spear,Avery,-81.9774,36.0754,2,not available,not available
Beaver Lodge Lake Dam #2,NC03881,1/5/10,Private,Hogan Creek-Tr,Lawsonville,Rockingham,-79.57,36.3013,5,1977,not available
Hammond Dam,NC03787,11/18/10,Private,Uwharrie River-Tr,Farmer,Randolph,-79.976,35.657,5,not available,not available
Methodist Home Dam,NC03425,1/7/15,Private,Briar Creek - Trib.,Charlotte,Mecklenburg,-80.7661,35.2316,2,1997,not available
R. W. Stewart Dam,NC04173,11/14/12,Private,Unnamed Tributary,not available,Stanly,-80.3938,35.2197,5,not available,not available
Griffin Pond Dam,NC04372,1/14/15,Private,Stevens Creek-Tr,not available,Union,-80.6441,35.1288,2,not available,2005
Robert L. Reece Lake Dam,NC03845,1/15/14,Local Government,Uwharrie River,Farmer,Randolph,-79.97,35.681,2,1983,not available
Van Arsdale Lake Dam,NC03554,8/15/13,Private,Little River-Os,Spring Lake,Moore,-79.299,35.232,5,1976,not available
Old Tryon Water Suppy Dam,NC03719,4/30/13,Local Government,Big Fall Creek (Tr),not available,Polk,-82.3017,35.2137,2,not available,not available
Second Broad River Ws Dam #4,NC04112,3/10/14,Private,Cherry Creek,Bostic,Rutherford,-81.9527,35.4497,5,1987,not available
Carrboro Park Dam,NC03659,3/23/04,Local Government,Morgan Creek-Tr,not available,Orange,-79.106,35.928,5,1981,not available
Wood Lake Dam Upper,NC03848,2/5/13,Private,Uwharrie River-Tr,Farmer,Randolph,-79.968,35.726,5,not available,not available
Woodrow Allen Dam,NC03483,1/9/14,Private,Clear Creek-Tr,Mint Hill,Mecklenburg,-80.6447,35.2094,2,not available,not available
Mclamb Lagoon Dam,NC04134,5/24/12,Private,Rocky Marsh Creek,not available,Sampson,-78.343,34.893,5,1977,not available
Champion Lagoon Dam,NC03642,3/28/14,Private,Roanoke River-Os,not available,Northampton,-77.635,36.4705,2,1990,not available
Lock Lane Dam,NC03415,1/15/15,Private,Mcmullen Creek-Tr,Charlotte,Mecklenburg,-80.816,35.134,2,not available,1990
Jack Neal Dam,NC03901,12/3/14,Private,Hogans Creek-Tr,Eden,Rockingham,-79.944,36.291,2,1979,not available
Highland Creek Dam,NC03452,11/12/13,Private,Clarke Creek-Tr,not available,Mecklenburg,-80.758,35.3811,5,not available,not available
Howard Hensley Dam,NC04082,3/17/15,Private,Kerr Creek-Tr,Dukeville,Rowan,-80.6741,35.5794,2,1983,not available
Lake Plaza Dam,NC03419,12/4/14,Private,Briar Creek-Tr,Charlotte,Mecklenburg,-80.772,35.253,2,not available,not available
Flowers Dam,NC03220,10/14/81,Private,Neuse River-Tr,Smithfield,Johnston,-78.3438,35.6541,5,not available,not available
White Pond Dam #2,NC03694,9/29/99,Private,Tar River-Tr,Washington,Pitt,-77.1638,35.565,5,not available,not available
Circle M Ranch Upper Dam,NC04195,1/8/15,Private,Snow Creek-Tr,Ceramic,Stokes,-80.144,36.442,5,not available,not available
Day Dam,NC04245,2/5/15,Private,Crooked Run,King,Stokes,-80.3561,36.2758,2,not available,not available
Smith Lagoon,NC03738,10/23/14,Private,Sandy Ck-Tr,not available,Randolph,-79.6266,35.8119,5,1979,not available
Squires Lake Dam,NC03675,2/11/15,Private,White Oak Creek,Atkinson,Pender,-78.1817,34.6126,5,1991,not available
Parker Dam,NC03774,11/17/10,Private,West Fork Little River,Seagrove,Randolph,-79.8958,35.535,5,not available,not available
Talley Dam,NC04171,11/8/12,Private,Pumkin Creek-Tr,Cheraw,Stanly,-80.4586,35.1858,5,1982,not available
Second Broad Watershed #14,NC04107,2/10/15,Local Government,Fork Creek,Bostic,Rutherford,-81.858,35.509,2,1982,not available
Pinehurst National Dam #4,NC03520,3/12/14,Private,Aberdeen Creek-Os,Aberdeen,Moore,-79.444,35.196,2,not available,not available
Lovelace Dam,NC03928,1/18/12,Private,Country Line Creek-Tr,Yanceyville Nc,Rockingham,-79.54,36.3069,5,1978,not available
George Sells Dam,NC04174,10/15/14,Private,Long Creek-Tr,Albemarle,Stanly,-80.3022,35.4627,2,not available,not available
Ivey'S Pond Dam,NC03449,12/10/14,Private,Rocky Branch-Tr,Charlotte,Mecklenburg,-80.7869,35.0733,2,not available,1989
Colony Lake,NC03671,4/18/07,Private,Little Creek-Tr,not available,Orange,-79.008,35.9372,2,1988,not available
Fox Dam,NC03785,12/15/14,Private,Back Ck-Tr,Farmer,Randolph,-79.889,35.712,2,not available,not available
Oakhaven Dam # 1,NC04025,12/11/12,Private,Wolf Island Creek-Tr,not available,Rockingham,-79.5391,36.4783,5,not available,not available
South Hyco Lake Dam,NC03689,5/3/11,Local Government,South Hyco Creek,not available,Person,-79.1405,36.3486,2,1977,not available
Lake Pinehurst Pond Dam #3,NC03522,5/8/12,Private,Horse Creek-Tr,not available,Moore,-79.4907,35.1632,5,not available,not available
Marimont Upper Dam,NC03385,4/16/14,Private,Muddy Creek,Glenwood,Mcdowell,-81.9663,35.6466,5,not available,not available
Rock Lake Dam,NC03953,12/5/12,Private,Rock House Creek-Tr,Eden,Rockingham,-79.789,36.34,5,not available,not available
George Williams Dam #1,NC03573,2/14/08,Private,Buffalo Creek-Tr,Garners Store,Moore,-79.5861,35.3783,5,1981,not available
Avalon Dam,NC03908,2/13/12,Private,Mayo River,Mayodan,Rockingham,-79.948,36.428,5,1895,not available
Mountain Camp Dam,NC03349,1/9/13,Private,Turtle Pond Creek,Franklin,Macon,-83.2554,35.0372,5,not available,not available
Flowe Lake Dam,NC03422,10/24/13,Private,Walker Branch-Tr,not available,Mecklenburg,-80.9802,35.0908,5,not available,not available
Lake Forest Dam,NC03775,1/30/14,Private,Uwharrie River-Tr,not available,Randolph,-79.98,35.757,5,not available,not available
Gordon Scott Dam,NC04109,2/20/12,Private,Robinson Creek,Bostic,Rutherford,-81.8405,35.3811,5,1984,not available
Stone #5,NC04342,5/16/13,Private,Clear Creek,Cedar Mountain,Transylvania,-82.6455,35.1313,5,not available,not available
Mcgavock Pond,NC03692,12/14/00,Private,Mayo Creek-Tr,not available,Person,-78.918,36.389,5,not available,not available
Emerald Lake Dam,NC03493,1/17/95,Not Listed,Brushy Creek,not available,Mitchell,-82.1227,35.897,2,not available,not available
Muddy Creek Dam #3,NC03386,2/3/15,Local Government,Hicks Branch,Morganton,Mcdowell,-81.9924,35.6321,2,1969,not available
Middle Toms Creek Nursery Dam,NC03771,11/19/13,Private,Toms Ck-Tr,Farmer,Randolph,-79.985,35.648,2,not available,not available
C. Atkins Pond,NC03096,not available,Private,Tr- Little Creek,Raeford,Hoke,-79.3766,34.9884,5,1985,not available
J L Dawkins Pond Dam #2,NC03860,7/1/13,Private,Rocky Fork Creek-Os,not available,Richmond,-79.711,35.01,5,not available,not available
Cathedral Of His Glory Dam,NC02843,12/18/14,Private,Richland Creek-Tr,not available,Guilford,-79.827,36.136,2,not available,not available
Nesbitt Dam,NC01913,11/27/07,Private,Jims Branch,not available,Buncombe,-82.4416,35.5825,5,not available,not available
Crowders Creek Wwtp Dam 2,NC02643,4/28/15,Local Government,Crowders Creek-Os,not available,Gaston,-81.192,35.163,5,1992,not available
Camp Merrimac Dam,NC01909,4/2/15,Private,Swannanoa River-Tr,Black Mtn,Buncombe,-82.318,35.6355,2,not available,not available
Bent Creek Ranch Dam,NC01932,3/9/95,Private,Wesley Branch,not available,Buncombe,-82.6132,35.5058,2,not available,not available
Wendy Hill Dam,NC02067,4/15/11,Private,Lick Branch,not available,Chatham,-78.9545,35.7982,2,1995,not available
Rainbow Spring Lake Dam,NC03018,1/7/15,Private,Mud Creek-Tr,Hendersonville,Henderson,-82.4883,35.3157,2,not available,not available
Icenhour Dam,NC01807,12/5/13,Private,Lower Little River-Tr,not available,Alexander,-81.22,35.8513,5,1988,not available
Jamesford Meadows Dam,NC02802,1/13/14,Private,Long Branch-Tr,Jamestown,Guilford,-79.9344,36.033,2,not available,not available
